idweb,dateparution,datelimitereponse,dept,code_departement,nomacheteur,type_acheteur,objet,descripteur_str,famille_libelle,procedure_libelle,nature_libelle,filename,source_schema,score_perimetre,dans_perimetre,cyclable_detecte,cyclable_mots,alerte_l228,vrai_conforme,faux_conforme,url_avis,url_pdf
26-58419,2026-06-12,2026-07-13 16:00:00,54,['54'],Conseil départemental Meurthe et Moselle,Département,Travaux de réfection de deux toitures à Liverdun et Vézelise,"charpente, couverture, etanchéité",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,26-58419,3.2.5,0,False,False,,False,False,False,https://www.boamp.fr/pages/avis/?q=idweb:26-58419,https://www.boamp.fr/telechargements/FILES/PDF/2026/06/26-58419.pdf
26-58450,2026-06-12,2026-07-17 16:00:00,972,['972'],Mairie du Lamentin,Ville,TRAVAUX DE FOURNITURE ET POSE DE VENTILATEURS DANS LES BATIMENTS COMMUNAUX,"matériel électrique, ventilation",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,26-58450,3.2.5,0,False,False,,False,False,False,https://www.boamp.fr/pages/avis/?q=idweb:26-58450,https://www.boamp.fr/telechargements/FILES/PDF/2026/06/26-58450.pdf
26-58438,2026-06-12,2026-07-15 12:00:00,68,['68'],MAIRIE D'ILLZACH,Ville,Travaux de peinture du bardage du Centre Technique Municipale,peinture (travaux),Marchés <90 k€ (MAPA),Procédure Adaptée,Avis de marché,26-58438,3.2.5,0,False,False,,False,False,False,https://www.boamp.fr/pages/avis/?q=idweb:26-58438,https://www.boamp.fr/telechargements/FILES/PDF/2026/06/26-58438.pdf
26-58632,2026-06-12,2026-07-15 17:00:00,38,['38'],Communauté de communes Le Gresivaudan,Agglomération,Rehabilitation Des Elements Constitutifs Des Ouvrages De Captages Et De Stockages D'Eau Potable Et Mise En Place De Systemes De Traitement,voirie et réseaux divers,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,26-58632,3.2.5,2,True,False,,True,False,False,https://www.boamp.fr/pages/avis/?q=idweb:26-58632,https://www.boamp.fr/telechargements/FILES/PDF/2026/06/26-58632.pdf
26-58354,2026-06-12,2026-07-21 16:00:00,33,['33'],Bordeaux Métropole,Agglomération,Cel - Réparation des chéneaux des remises des bus,couverture,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,26-58354,3.2.5,0,False,False,,False,False,False,https://www.boamp.fr/pages/avis/?q=idweb:26-58354,https://www.boamp.fr/telechargements/FILES/PDF/2026/06/26-58354.pdf
26-58571,2026-06-12,,34,['34'],ASA d'Olonzac Oupia Beaufort et Homps,Autre,Avis lot 2 infructueux,station de pompage,Marchés entre 90 k€ et seuils européens,Procédure NC,Résultat de marché,26-58571,3.2.5,0,False,False,,False,False,False,https://www.boamp.fr/pages/avis/?q=idweb:26-58571,https://www.boamp.fr/telechargements/FILES/PDF/2026/06/26-58571.pdf
26-57436,2026-06-12,,28,['28'],CC ENTRE BEAUCE ET PERCHE,Agglomération,CONSTRUCTION D'UN ESPACE CULTUREL A COURVILLE-SUR-EURE,"vidéo, cinéma",Marchés européens,Procédure Ouverte,Résultat de marché,26-57436,3.2.5,0,False,False,,False,False,False,https://www.boamp.fr/pages/avis/?q=idweb:26-57436,https://www.boamp.fr/telechargements/FILES/PDF/2026/06/26-57436.pdf
26-58128,2026-06-12,2026-07-15 12:00:00,25,['25'],EFS BFC,Autre,Création d’une chambre froide négative à -30°C muni d’un SAS à 4°C dans le sous-sol du site de l’EFS de Besançon,"chambre froide, gros oeuvre",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,26-58128,3.2.5,0,False,False,,False,False,False,https://www.boamp.fr/pages/avis/?q=idweb:26-58128,https://www.boamp.fr/telechargements/FILES/PDF/2026/06/26-58128.pdf
26-58143,2026-06-12,2026-07-06 16:00:00,26,['26'],Mairie de Bourg de Péage,Ville,Remplacement de la chaudière du gymnase Pasteur,"chauffage (travaux), chauffage (matériel)",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,26-58143,3.2.5,0,False,False,,False,False,False,https://www.boamp.fr/pages/avis/?q=idweb:26-58143,https://www.boamp.fr/telechargements/FILES/PDF/2026/06/26-58143.pdf
26-58096,2026-06-12,2026-07-15 12:00:00,34,"['34', '75', '93']",AGENCE NATIONALE DE SECURITE DU MEDICAMENT ET DES PRODUITS DE SANTE (ANSM),Autre,Le présent marché a pour objet le réaménagement des locaux du bâtiment B administratif du site de Vendargues de l’ANSM.,"chauffage (travaux), electricité (travaux), plomberie (travaux)",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,26-58096,3.2.5,-3,False,False,,False,False,False,https://www.boamp.fr/pages/avis/?q=idweb:26-58096,https://www.boamp.fr/telechargements/FILES/PDF/2026/06/26-58096.pdf
26-58518,2026-06-12,2026-07-13 17:00:00,75,"['75', '92']",Obsertoire de Paris,Autre,TRAVAUX DE REMPLACEMENT DE LA TOITURE DU BÂTIMENT HYPATHIE ET MISE EN OEUVRE D'UNE ISOLATION THERMIQUE – OBSERVATOIRE DE MEUDON,charpente,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,26-58518,3.2.5,-3,False,False,,False,False,False,https://www.boamp.fr/pages/avis/?q=idweb:26-58518,https://www.boamp.fr/telechargements/FILES/PDF/2026/06/26-58518.pdf
26-58611,2026-06-12,2026-07-06 12:00:00,89,['89'],COMMUNAUTÉ DE COMMUNES DU JOVINIEN,Agglomération,Travaux divers de voirie - Programme 2026,voirie,Marchés <90 k€ (MAPA),Procédure Adaptée,Avis de marché,26-58611,3.2.5,3,True,False,,True,False,False,https://www.boamp.fr/pages/avis/?q=idweb:26-58611,https://www.boamp.fr/telechargements/FILES/PDF/2026/06/26-58611.pdf
26-58625,2026-06-12,2026-07-22 12:30:00,02,['2'],GrandSoissons Agglomération (02),Agglomération,Travaux de réhabilitation des réseaux d'assainissement à Soissons et Pommiers (02),assainissement,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,26-58625,3.2.5,-3,False,False,,False,False,False,https://www.boamp.fr/pages/avis/?q=idweb:26-58625,https://www.boamp.fr/telechargements/FILES/PDF/2026/06/26-58625.pdf
26-58321,2026-06-12,,77,['77'],Département de Seine-et-Marne,Département,Travaux de mise en accessibilité dans 5 collèges du sud du Département dans le cadre de l'Ad-AP : Collège Honoré de Balzac à NEMOURS - Collège Georges Politzer à DAMMARIE LES LYS - Collège Internat...,"plomberie (travaux), electricité (travaux), ascenseur, bâtiment, chauffage (travaux), gros oeuvre",Marchés entre 90 k€ et seuils européens,Procédure NC,Résultat de marché,26-58321,3.2.5,0,False,False,,False,False,False,https://www.boamp.fr/pages/avis/?q=idweb:26-58321,https://www.boamp.fr/telechargements/FILES/PDF/2026/06/26-58321.pdf
26-58300,2026-06-12,2026-07-13 12:00:00,87,['87'],LIMOGES METROPOLE - Communauté urbaine,Agglomération,Réhabilitation de la station d’épuration du bourg de Bonnac-la-Côte,station d'épuration (travaux),Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,26-58300,3.2.5,0,False,False,,False,False,False,https://www.boamp.fr/pages/avis/?q=idweb:26-58300,https://www.boamp.fr/telechargements/FILES/PDF/2026/06/26-58300.pdf
26-58258,2026-06-12,2026-07-09 12:00:00,80,['80'],COMMUNAUTE DE COMMUNES TERRE DE PICARDIE,Agglomération,Marché de travaux pour la construction d'un RPC à Hypercourt ( 80),"carrelage, gros oeuvre",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,26-58258,3.2.5,0,False,False,,False,False,False,https://www.boamp.fr/pages/avis/?q=idweb:26-58258,https://www.boamp.fr/telechargements/FILES/PDF/2026/06/26-58258.pdf
26-58364,2026-06-12,2026-07-10 12:00:00,62,['62'],Ville de Longuenesse,Ville,Rénovation de l'éclairage public - 2026-2029 (marché ST n° 6/2026),eclairage public,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,26-58364,3.2.5,0,False,False,,False,False,False,https://www.boamp.fr/pages/avis/?q=idweb:26-58364,https://www.boamp.fr/telechargements/FILES/PDF/2026/06/26-58364.pdf
26-58433,2026-06-12,2026-07-03 12:00:00,25,['25'],Commune de Fournet Blancheroche,Ville,Aménagement de la traversée du village et requalification des espaces publics,espaces verts,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,26-58433,3.2.5,0,False,False,,False,False,False,https://www.boamp.fr/pages/avis/?q=idweb:26-58433,https://www.boamp.fr/telechargements/FILES/PDF/2026/06/26-58433.pdf
26-58682,2026-06-12,,57,['57'],Cnfpt - Direction de l'achat public,Autre,Travaux de réparation des façades du site de Metz de la délégation régionale Grand Est,maçonnerie,Marchés entre 90 k€ et seuils européens,Procédure NC,Résultat de marché,26-58682,3.2.5,0,False,False,,False,False,False,https://www.boamp.fr/pages/avis/?q=idweb:26-58682,https://www.boamp.fr/telechargements/FILES/PDF/2026/06/26-58682.pdf
26-58696,2026-06-12,,69,['69'],Ville de Lyon,Ville,Groupe Scolaire Et Eaje Les Dahlias - Rénovation partielle et création de préaux,terrassement,Marchés entre 90 k€ et seuils européens,Procédure NC,Résultat de marché,26-58696,3.2.5,1,False,False,,False,False,True,https://www.boamp.fr/pages/avis/?q=idweb:26-58696,https://www.boamp.fr/telechargements/FILES/PDF/2026/06/26-58696.pdf
26-57046,2026-06-11,2026-07-20 14:00:00,75,['75'],BOAMP,Autre,"Restauration des façades du bâtiment Poulenc situé au 2 place des Saussaies, Paris 8e","couverture, electricité (travaux), menuiserie, serrurerie, métallerie",Marchés européens,Procédure Ouverte,Avis de marché,26-57046,3.2.5,-3,False,False,,False,False,False,https://www.boamp.fr/pages/avis/?q=idweb:26-57046,https://www.boamp.fr/telechargements/FILES/PDF/2026/06/26-57046.pdf
26-57155,2026-06-11,2026-07-15 11:00:00,71,['71'],CENTRE HOSPITALIER WILLIAM MOREY,Autre,Travaux pour la construction d’une nouvelle unité de l’EHPAD et la restructuration et la surélévation du Service de Soins de Médicaux et de Réadaptation au Centre Hospitalier de la Bresse Louhannaise,bâtiment,Marchés européens,Procédure Ouverte,Avis de marché,26-57155,3.2.5,-3,False,False,,False,False,False,https://www.boamp.fr/pages/avis/?q=idweb:26-57155,https://www.boamp.fr/telechargements/FILES/PDF/2026/06/26-57155.pdf
26-56917,2026-06-11,2026-06-19 14:00:00,74,['74'],Mairie de SEYTROUX,Ville,MARCHE DE TRAVAUX : Aménagement des rives du torrents et création passerelle,gros oeuvre,Marchés européens,Procédure Ouverte,Avis de marché,26-56917,3.2.5,0,False,False,,False,False,False,https://www.boamp.fr/pages/avis/?q=idweb:26-56917,https://www.boamp.fr/telechargements/FILES/PDF/2026/06/26-56917.pdf
26-56946,2026-06-11,2026-07-07 10:00:00,24,"['24', '19']",Syndicat Mixte du Bassin de l'Isle,Agglomération,"Travaux de gestion écologique 2026/01
Prestation répartie en 5 lots sur des sites différents sur l'amont du territoire du syndicat.
Les travaux concernent la restauration des zones humides","rivières/ruisseaux, terrassement, travaux dans l'eau",Marchés européens,Procédure Ouverte,Avis de marché,26-56946,3.2.5,1,False,False,,False,False,False,https://www.boamp.fr/pages/avis/?q=idweb:26-56946,https://www.boamp.fr/telechargements/FILES/PDF/2026/06/26-56946.pdf
26-56920,2026-06-11,2026-07-21 10:00:00,67,['67'],Ville de Strasbourg,Ville,Accord-cadre de travaux sur des fermetures de façades en maintenance corrective et préventive,maintenance,Marchés européens,Procédure Ouverte,Avis de marché,26-56920,3.2.5,0,False,False,,False,False,False,https://www.boamp.fr/pages/avis/?q=idweb:26-56920,https://www.boamp.fr/telechargements/FILES/PDF/2026/06/26-56920.pdf
26-56805,2026-06-11,,69,['69'],Communauté de communes de la Vallée du Garon,Agglomération,Travaux de voirie et d'entretien de voirie - revêtement de chaussée,"terrassement, voirie",Marchés européens,Procédure Ouverte,Résultat de marché,26-56805,3.2.5,3,True,False,,True,False,False,https://www.boamp.fr/pages/avis/?q=idweb:26-56805,https://www.boamp.fr/telechargements/FILES/PDF/2026/06/26-56805.pdf
26-56819,2026-06-11,,71,['71'],Département de Saône-et-Loire,Département,Travaux d'entretien de chaussées des routes départementales Années 2026 / 2028,voirie,Marchés européens,Procédure Ouverte,Résultat de marché,26-56819,3.2.5,3,True,False,,True,False,False,https://www.boamp.fr/pages/avis/?q=idweb:26-56819,https://www.boamp.fr/telechargements/FILES/PDF/2026/06/26-56819.pdf
26-56874,2026-06-11,,37,['37'],Service Départemental d'Incendie et de Secours d'Indre-et-Loire,Département,"Travaux de réparation et de réhabilitation des bâtiments du SDIS 37, en chauffage - plomberie sanitaire","chauffage (travaux), plomberie (travaux)",Marchés européens,Procédure Ouverte,Résultat de marché,26-56874,3.2.5,-3,False,False,,False,False,False,https://www.boamp.fr/pages/avis/?q=idweb:26-56874,https://www.boamp.fr/telechargements/FILES/PDF/2026/06/26-56874.pdf
26-57253,2026-06-11,,13,['13'],Conseil Départemental des Bouches du Rhône,Département,"RD35 RN113 Liaison Sud Est d'Arles Marché de travaux d’infrastructure (terrassements, ouvrages d’art, assainissement)","bassin, étang, ouvrage d'art, terrassement",Marchés européens,Procédure Ouverte,Résultat de marché,26-57253,3.2.5,-1,False,False,,False,False,False,https://www.boamp.fr/pages/avis/?q=idweb:26-57253,https://www.boamp.fr/telechargements/FILES/PDF/2026/06/26-57253.pdf
26-57066,2026-06-11,,13,['13'],RTM - Régie des Transports Métropolitains,Autre,TRAVAUX ET MAINTENANCE DU PATRIMOINE DU GROUPE RTM,"maçonnerie, menuiserie, plomberie (travaux), serrurerie, electricité (travaux), sécurité incendie, occultation, couverture, etanchéité",Marchés européens,Procédure Négociée,Résultat de marché,26-57066,3.2.5,0,False,False,,False,False,False,https://www.boamp.fr/pages/avis/?q=idweb:26-57066,https://www.boamp.fr/telechargements/FILES/PDF/2026/06/26-57066.pdf
26-57497,2026-06-11,2026-07-10 12:00:00,75,['75'],ASSEMBLEE NATIONALE,Autre,Accord-cadre travaux de désamiantage à effectuer dans les immeubles de l'Assemblée nationale,amiante (désamiantage),Marchés <90 k€ (MAPA),Procédure Adaptée,Avis de marché,26-57497,3.2.5,-3,False,False,,False,False,False,https://www.boamp.fr/pages/avis/?q=idweb:26-57497,https://www.boamp.fr/telechargements/FILES/PDF/2026/06/26-57497.pdf
26-57608,2026-06-11,2026-07-10 12:00:00,73,['73'],Commune D'Aussois,Ville,"Restructuration du réseau Aep - Route de Plan Champ, Rd n°83",voirie et réseaux divers,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,26-57608,3.2.5,2,True,False,,True,False,False,https://www.boamp.fr/pages/avis/?q=idweb:26-57608,https://www.boamp.fr/telechargements/FILES/PDF/2026/06/26-57608.pdf
26-57620,2026-06-11,2026-07-15 12:00:00,34,['34'],Conseil départemental de l'Hérault,Département,Modernisation des pendules du barrage des Olivettes,barrage,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,26-57620,3.2.5,-3,False,False,,False,False,False,https://www.boamp.fr/pages/avis/?q=idweb:26-57620,https://www.boamp.fr/telechargements/FILES/PDF/2026/06/26-57620.pdf
26-57562,2026-06-11,2026-07-06 18:00:00,34,['34'],Ville de Balaruc-Les-Bains,Ville,"Travaux de rénovation et d'extension de la crèche municipale ""Les Moussaillons""","electricité (travaux), gros oeuvre, menuiserie, plomberie (travaux)",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,26-57562,3.2.5,0,False,False,,False,False,False,https://www.boamp.fr/pages/avis/?q=idweb:26-57562,https://www.boamp.fr/telechargements/FILES/PDF/2026/06/26-57562.pdf
26-57845,2026-06-11,2026-07-15 16:00:00,54,['54'],Conseil départemental Meurthe et Moselle,Département,Restauration des menuiseries des ailes sud  et nord du château de Lunéville - Phase 1: aile Sud,menuiserie,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,26-57845,3.2.5,0,False,False,,False,False,False,https://www.boamp.fr/pages/avis/?q=idweb:26-57845,https://www.boamp.fr/telechargements/FILES/PDF/2026/06/26-57845.pdf
26-57759,2026-06-11,,42,['42'],CHU SAINT ETIENNE,Autre,MAPA_Amelioration Resilience Elec Mco_Gier,electricité (travaux),Marchés entre 90 k€ et seuils européens,Procédure NC,Résultat de marché,26-57759,3.2.5,0,False,False,,False,False,False,https://www.boamp.fr/pages/avis/?q=idweb:26-57759,https://www.boamp.fr/telechargements/FILES/PDF/2026/06/26-57759.pdf
26-58034,2026-06-11,2026-07-31 12:00:00,54,"['54', '57', '67', '68', '69', '75', '88', '92', '94']",Collectivité européenne d'Alsace,Autre,Restauration des ouvrages hydrauliques du Canal de la Bruche – Barrage d’Avolsheim - Wolxheim,"barrage, fondations spéciales, génie civil, maçonnerie, ouvrage hydraulique, rivières/ruisseaux, terrassement",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,26-58034,3.2.5,-3,False,False,,False,False,False,https://www.boamp.fr/pages/avis/?q=idweb:26-58034,https://www.boamp.fr/telechargements/FILES/PDF/2026/06/26-58034.pdf
26-58032,2026-06-11,,62,['62'],Conseil Départemental du Pas-de-Calais,Département,Rd 301 Travaux De Refection sur Rd 57 du Pr 18+528 au Pr 19+573 et Rd 86 du Pr 17+396 au Pr 18+189 sur la commune de Houdain,voirie,Marchés entre 90 k€ et seuils européens,Procédure NC,Rectificatif,26-58032,3.2.5,2,True,False,,True,False,False,https://www.boamp.fr/pages/avis/?q=idweb:26-58032,https://www.boamp.fr/telechargements/FILES/PDF/2026/06/26-58032.pdf
26-57244,2026-06-11,,976,['976'],ALEFPA (976),Autre,Marché public de travaux - POLE MEDICO-SOCIAL ET SOCIAL ANTANA BE.,bâtiment,Marchés européens,Procédure Ouverte,Résultat de marché,26-57244,3.2.5,0,False,False,,False,False,False,https://www.boamp.fr/pages/avis/?q=idweb:26-57244,https://www.boamp.fr/telechargements/FILES/PDF/2026/06/26-57244.pdf
26-57782,2026-06-11,2026-07-07 12:00:00,94,"['94', '77', '91', '92', '75', '78', '93']",Université Paris-Est Créteil,Autre,"Création d’une plateforme de Conception, Réalisation, Intégration et Test d’Instrumentations Spatiales et Cubesats (CRITISC) dans le bâtiment P du Campus Centre de Créteil (94)","chauffage (travaux), electricité (travaux), plomberie (travaux), mobilier, ventilation, climatisation, menuiserie, revêtements muraux, electricité, gaz (fourniture), revêtements de sols, gros oeuvre, laboratoire (matériel)",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,26-57782,3.2.5,-3,False,False,,False,False,False,https://www.boamp.fr/pages/avis/?q=idweb:26-57782,https://www.boamp.fr/telechargements/FILES/PDF/2026/06/26-57782.pdf
